TIME_ID|DAY_NAME|DAY_NUMBER_IN_WEEK|DAY_NUMBER_IN_MONTH|CALENDAR_WEEK_NUMBER|FISCAL_WEEK_NUMBER|WEEK_ENDING_DAY|WEEK_ENDING_DAY_ID|CALENDAR_MONTH_NUMBER|FISCAL_MONTH_NUMBER|CALENDAR_MONTH_DESC|CALENDAR_MONTH_ID|FISCAL_MONTH_DESC|FISCAL_MONTH_ID|DAYS_IN_CAL_MONTH|DAYS_IN_FIS_MONTH|END_OF_CAL_MONTH|END_OF_FIS_MONTH|CALENDAR_MONTH_NAME|FISCAL_MONTH_NAME|CALENDAR_QUARTER_DESC|CALENDAR_QUARTER_ID|FISCAL_QUARTER_DESC|FISCAL_QUARTER_ID|DAYS_IN_CAL_QUARTER|DAYS_IN_FIS_QUARTER|END_OF_CAL_QUARTER|END_OF_FIS_QUARTER|CALENDAR_QUARTER_NUMBER|FISCAL_QUARTER_NUMBER|CALENDAR_YEAR|CALENDAR_YEAR_ID|FISCAL_YEAR|FISCAL_YEAR_ID|DAYS_IN_CAL_YEAR|DAYS_IN_FIS_YEAR|END_OF_CAL_YEAR|END_OF_FIS_YEAR
05/01/1999|Tuesday|2|5|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
06/01/1999|Wednesday|3|6|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
07/01/1999|Thursday|4|7|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
08/01/1999|Friday|5|8|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
09/01/1999|Saturday|6|9|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
10/01/1999|Sunday|7|10|1|1|10/01/1999|1526|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
11/01/1999|Monday|1|11|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
12/01/1999|Tuesday|2|12|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
13/01/1999|Wednesday|3|13|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
14/01/1999|Thursday|4|14|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
15/01/1999|Friday|5|15|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
16/01/1999|Saturday|6|16|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
17/01/1999|Sunday|7|17|2|2|17/01/1999|1574|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
18/01/1999|Monday|1|18|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
19/01/1999|Tuesday|2|19|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
20/01/1999|Wednesday|3|20|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
21/01/1999|Thursday|4|21|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
22/01/1999|Friday|5|22|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
23/01/1999|Saturday|6|23|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
24/01/1999|Sunday|7|24|3|3|24/01/1999|1622|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
25/01/1999|Monday|1|25|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
26/01/1999|Tuesday|2|26|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
27/01/1999|Wednesday|3|27|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
28/01/1999|Thursday|4|28|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
29/01/1999|Friday|5|29|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
30/01/1999|Saturday|6|30|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
31/01/1999|Sunday|7|31|4|4|31/01/1999|1669|1|1|1999-01|1684|1999-01|1732|31|35|31/01/1999|31/01/1999|January|January|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
01/02/1999|Monday|1|1|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
02/02/1999|Tuesday|2|2|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
03/02/1999|Wednesday|3|3|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
04/02/1999|Thursday|4|4|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
05/02/1999|Friday|5|5|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
06/02/1999|Saturday|6|6|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
07/02/1999|Sunday|7|7|5|5|07/02/1999|1504|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
08/02/1999|Monday|1|8|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
09/02/1999|Tuesday|2|9|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
10/02/1999|Wednesday|3|10|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
11/02/1999|Thursday|4|11|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
12/02/1999|Friday|5|12|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
13/02/1999|Saturday|6|13|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
14/02/1999|Sunday|7|14|6|6|14/02/1999|1552|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
15/02/1999|Monday|1|15|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
16/02/1999|Tuesday|2|16|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
17/02/1999|Wednesday|3|17|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
18/02/1999|Thursday|4|18|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
19/02/1999|Friday|5|19|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
20/02/1999|Saturday|6|20|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
21/02/1999|Sunday|7|21|7|7|21/02/1999|1600|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
22/02/1999|Monday|1|22|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
23/02/1999|Tuesday|2|23|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
24/02/1999|Wednesday|3|24|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
25/02/1999|Thursday|4|25|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
26/02/1999|Friday|5|26|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
27/02/1999|Saturday|6|27|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
28/02/1999|Sunday|7|28|8|8|28/02/1999|1648|2|2|1999-02|1685|1999-02|1733|28|28|28/02/1999|28/02/1999|February|February|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
01/03/1999|Monday|1|1|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
02/03/1999|Tuesday|2|2|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
03/03/1999|Wednesday|3|3|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
04/03/1999|Thursday|4|4|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
05/03/1999|Friday|5|5|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
06/03/1999|Saturday|6|6|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
07/03/1999|Sunday|7|7|9|9|07/03/1999|1507|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
08/03/1999|Monday|1|8|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
09/03/1999|Tuesday|2|9|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
10/03/1999|Wednesday|3|10|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
11/03/1999|Thursday|4|11|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
12/03/1999|Friday|5|12|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
13/03/1999|Saturday|6|13|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
14/03/1999|Sunday|7|14|10|10|14/03/1999|1555|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
15/03/1999|Monday|1|15|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
16/03/1999|Tuesday|2|16|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
17/03/1999|Wednesday|3|17|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
18/03/1999|Thursday|4|18|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
19/03/1999|Friday|5|19|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
20/03/1999|Saturday|6|20|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
21/03/1999|Sunday|7|21|11|11|21/03/1999|1603|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
22/03/1999|Monday|1|22|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
23/03/1999|Tuesday|2|23|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
24/03/1999|Wednesday|3|24|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
25/03/1999|Thursday|4|25|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
26/03/1999|Friday|5|26|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
27/03/1999|Saturday|6|27|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
28/03/1999|Sunday|7|28|12|12|28/03/1999|1651|3|3|1999-03|1686|1999-03|1734|31|28|31/03/1999|28/03/1999|March|March|1999-01|1773|1999-01|1789|90|91|31/03/1999|28/03/1999|1|1|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
29/03/1999|Monday|1|29|13|13|04/04/1999|1482|3|4|1999-03|1686|1999-04|1735|31|28|31/03/1999|25/04/1999|March|April|1999-01|1773|1999-02|1790|90|91|31/03/1999|27/06/1999|1|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
30/03/1999|Tuesday|2|30|13|13|04/04/1999|1482|3|4|1999-03|1686|1999-04|1735|31|28|31/03/1999|25/04/1999|March|April|1999-01|1773|1999-02|1790|90|91|31/03/1999|27/06/1999|1|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
31/03/1999|Wednesday|3|31|13|13|04/04/1999|1482|3|4|1999-03|1686|1999-04|1735|31|28|31/03/1999|25/04/1999|March|April|1999-01|1773|1999-02|1790|90|91|31/03/1999|27/06/1999|1|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
01/04/1999|Thursday|4|1|13|13|04/04/1999|1482|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
02/04/1999|Friday|5|2|13|13|04/04/1999|1482|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
03/04/1999|Saturday|6|3|13|13|04/04/1999|1482|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
04/04/1999|Sunday|7|4|13|13|04/04/1999|1482|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
05/04/1999|Monday|1|5|14|14|11/04/1999|1531|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
06/04/1999|Tuesday|2|6|14|14|11/04/1999|1531|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
07/04/1999|Wednesday|3|7|14|14|11/04/1999|1531|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
08/04/1999|Thursday|4|8|14|14|11/04/1999|1531|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
09/04/1999|Friday|5|9|14|14|11/04/1999|1531|4|4|1999-04|1687|1999-04|1735|30|28|30/04/1999|25/04/1999|April|April|1999-02|1774|1999-02|1790|91|91|30/06/1999|27/06/1999|2|2|1999|1803|1999|1807|365|364|31/12/1999|26/12/1999
